Key,SF_ID-1,SF_ID-2,Customer Name,Street,City,State,Country.region,ZIP,FIPS,lat,long,SalesPerson,Count of YM,Max of YM,Min of YM,Current Customer,Months Since Last Purchase, TotalSales_L12M , SalesPerMonth ,Bucket
1011,00160000010Q5JrAAK,,Marinemax HQ,"2600 McCormick Dr, Ste 100",Clearwater,FL,USA,33759,12103,27.999265,-82.729506,Michael Dahl,12,201608,201509,1,0," $493,707 "," $41,142 ",1
1861,00160000010Q56LAAS,,Tracker Marine Group (TMG),"2500 East Kearney St  

ATTN:  Josh Petty",Springfield,MO,USA,65898,29077,37.239452,-93.245102,Michael Dahl,12,201608,201509,1,0," $432,000 "," $36,000 ",1
3741,00160000011W3y2AAC,,Universal McCann Detroit - RAM TRUCKS,205 Hamilton Row,Birmingham,MI,USA,48009,26125,42.547534,-83.21388,Ryan Klee,4,201607,201604,0,1," $125,000 "," $31,250 ",1
3641,00160000010Q7hLAAS,,POP Yachts International LLC,6384 Tower Lane Unit A,Sarasota,FL,USA,34240,12115,27.327738,-82.444086,Kirsteen Lankford,7,201608,201602,1,0," $175,000 "," $25,000 ",1
1144,00160000010Q5NbAAK,,Singleton Marine Group,6275 Lanier Island Pkwy,Buford,GA,USA,30518,13135,34.150405,-84.068097,Christopher Thomas,12,201608,201509,1,0," $249,709 "," $20,809 ",1
531,00160000010Q5dGAAS,,Denison Yacht Sales,"850 NE 3rd Street, Suite 205",Dania,FL,USA,33004,12011,26.057913,-80.129833,Michael Dahl,12,201608,201509,1,0," $239,171 "," $19,931 ",1
533,00160000010Q52GAAS,,HMY Yacht Sales Inc,817 NE 3rd Street,Dania,FL,USA,33004,12011,26.057912,-80.129916,Ryan Klee,12,201608,201509,1,0," $236,239 "," $19,687 ",1
3477,00160000010Q7hLAAS,,"POP Yachts International, LLC",6384 Tower Lane Unit A,Sarasota,FL,USA,34240,12115,27.327738,-82.444086,Kirsteen Lankford,4,201601,201510,0,7," $75,000 "," $18,750 ",1
1084,00160000010QGErAAO,,Boston Whaler,100 Whaler Way,Edgewater,FL,USA,32141,12127,28.921058,-80.872045,Patrick Sullivan,12,201608,201509,1,0," $218,126 "," $18,177 ",1
228,00160000010Q5jhAAC,,Sun Country Marine (Ontario CA),5051 Jurupa Ave,Ontario,CA,USA,91761,06071,34.048228,-117.543043,Courtney McManaway,12,201608,201509,1,0," $158,258 "," $13,188 ",1
833,00160000010Q4PkAAK,,Galati Yacht Sales - HQ,900 S. Bay Blvd.,Anna Maria,FL,USA,34216,12081,27.532303,-82.731031,Michael Dahl,12,201608,201509,1,0," $147,390 "," $12,283 ",1
3681,00160000010Q5bjAAC,,Yamaha Motor Corp - PWC,"1270 Chastain Road

Attn: Leslie Zlotnick",Kennesaw,GA,USA,30144,13067,34.056936,-84.629289,Charlie Jefferson,5,201607,201603,0,1," $51,836 "," $10,367 ",1
1008,00160000010QJLZAA4,,TUI Marine,93 North Park Place Blvd Clearwater,Clearwater,FL,USA,33759,12103,27.962677,-82.725164,Julian Gowing,12,201608,201509,1,0," $121,169 "," $10,097 ",1
2832,00160000010Q4goAAC,,Lake Union Sea Ray,3201 Fairview Ave E,Seattle,WA,USA,98102,53033,47.650728,-122.323322,Michael Dahl,12,201608,201509,1,0," $120,071 "," $10,006 ",1
3614,00160000010Q6yzAAC,,Geometry Global,"388 S Main St, Suite 410",Akron,OH,USA,44311,39153,41.075715,-81.522743,Charlie Jefferson,7,201608,201601,1,0," $68,525 "," $9,789 ",1
3816,00160000010QJa2AAG,,Active Interest Media,"300 Continental Blvd, Suite 650",El Segundo,CA,USA,90245,06037,33.921607,-118.390968,Uknown,2,201608,201606,1,0," $17,802 "," $8,901 ",1
2153,00160000010Q4NlAAK,,Bluewater Yacht Sales HQ,1450 Sensation Weigh,Beaufort,NC,USA,28516,37031,34.804978,-76.679891,Scott Rhodes,12,201608,201509,1,0," $103,146 "," $8,595 ",1
1213,00160000010Q5IwAAK,,"SkipperBud's - North Point, Corporate HQ",215 North Point Dr.,Winthrop Harbor,IL,USA,60096,17097,42.480343,-87.837775,Jason White,12,201608,201509,1,0," $102,079 "," $8,507 ",1
2231,00160000010QGOTAA4,,Adams Longino Advertising,"605 Lynndale Ct, Suite F",Greenville,NC,USA,27858,37147,35.579273,-77.370161,Patrick Sullivan,12,201608,201509,1,0," $98,800 "," $8,233 ",1
2684,00160000010Q7QsAAK,,uShip,205 Brazos St,Austin,TX,USA,78701,48453,30.263961,-97.742778,John Souch,12,201608,201509,1,0," $97,000 "," $8,083 ",1
1215,00160000010QFx3AAG,,Brunswick Corporation,1 North Field Court,Lake Forest,IL,USA,60045,17097,42.242919,-87.897268,Michael Dahl,12,201608,201509,1,0," $94,638 "," $7,886 ",1
1073,00160000010Q7SWAA0,,NBOA Marine Insurance,4404 N Tamiami Trail,Sarasota,FL,USA,34234,12115,27.372317,-82.553346,Ryan Klee,9,201608,201509,1,0," $67,630 "," $7,514 ",1
680,00160000010Q5toAAC,,Fisherman's Boat Group,3800 NW 27th Avenue,Miami,FL,USA,33142,12025,25.810959,-80.240303,Carie Godfrey,12,201608,201509,1,0," $87,787 "," $7,316 ",1
2585,00160000010Q5HmAAK,,Plano Marine,1105 Avenue K,Plano,TX,USA,75074,48085,33.109355,-96.739179,Lisa Brownell,12,201608,201509,1,0," $82,706 "," $6,892 ",1
2318,00160000010QC96AAG,,Blackbeard Marine,6339 S Hwy 377,Kingston,OK,USA,73439,40095,34.349883,-96.635922,Lisa Brownell,12,201608,201509,1,0," $81,875 "," $6,823 ",1
962,00160000010QE3DAAW,,Marine Connection,2807 S Military Trail,West Palm Beach,FL,USA,33415,12099,26.635219,-80.112946,Carie Godfrey,12,201608,201509,1,0," $75,917 "," $6,326 ",1
327,00160000010QCJuAAO,,Tilly's Marine Inc.,935 E. Front St.,Ventura,CA,USA,93001,06111,34.277096,-119.286517,Courtney McManaway,12,201608,201509,1,0," $74,866 "," $6,239 ",1
1925,00160000010Q71JAAS,,Princess Yachts America,"Route 9,  ""On the Bass River""",New Gretna,NJ,USA,08224,34005,39.591049,-74.459379,Patrick Sullivan,12,201608,201509,1,0," $73,699 "," $6,142 ",1
1132,00160000010QJaqAAG,,Media Brokers International,"555 North Point Center East

Suite700",Alpharetta,GA,USA,30022,13121,34.045915,-84.300467,Patrick Sullivan,9,201605,201509,0,3," $53,640 "," $5,960 ",1
519,00160000010Q67NAAS,,Outer Reef Yachts,"1850 SE 17th Street, Suite 101",Fort Lauderdale,FL,USA,33316,12011,26.100692,-80.12359,Patrick Sullivan,12,201608,201509,1,0," $71,338 "," $5,945 ",1
217,00160000010Q5HjAAK,,Inland Boat & Rv,681 E. San Jacinto Avenue,Perris,CA,USA,92571,06065,33.786533,-117.209534,Courtney McManaway,12,201608,201509,1,0," $69,796 "," $5,816 ",1
2062,00160000010Q4knAAC,,Staten Island Yacht Sales,222 Mansion Ave,Staten Island,NY,USA,10308,36085,40.543299,-74.142021,Scott Rhodes,12,201608,201509,1,0," $69,692 "," $5,808 ",1
3754,00160000010Q6q9AAC,,Castaways Yacht Club,425 Davenport Avenue,New Rochelle,NY,USA,10805,36119,40.895577,-73.774395,Scott Rhodes,5,201608,201604,1,0," $28,124 "," $5,625 ",1
2132,00160000010Q6q9AAC,,Sunseeker Club Inc,425 Davenport Avenue,New Rochelle,NY,USA,10805,36119,40.895577,-73.774395,Scott Rhodes,7,201603,201509,0,5," $39,013 "," $5,573 ",1
1010,00160000010QFv9AAG,,Newcoast Financial Services,"2600 McCormick Drive

Suite 100",Clearwater,FL,USA,33759,12103,27.999265,-82.729506,John Souch,12,201608,201509,1,0," $66,792 "," $5,566 ",1
2354,00160000010Q6SGAA0,,Clemens Marina (Portland),919 NE Marine Dr,Portland,OR,USA,97211,41051,45.600682,-122.655909,Courtney McManaway,12,201608,201509,1,0," $65,901 "," $5,492 ",1
1438,00160000010Q4byAAC,,Annapolis Yacht Sales,7350 Edgewood Road,Annapolis,MD,USA,21403,24003,38.958228,-76.481326,Scott Rhodes,12,201608,201509,1,0," $63,470 "," $5,289 ",1
7,00160000010Q8ADAA0,,Gulf Shores Power Sports,3807 Gulf Shores Parkway,Gulf Shores,AL,USA,36542,01003,30.306069,-87.68325,Christopher Thomas,12,201608,201509,1,0," $62,780 "," $5,232 ",1
858,00160000010Q5VEAA0,,"United Yacht Sales, LLC - Stuart, FL HQ",110 SW Atlanta Avenue,Stuart,FL,USA,34994,12085,27.199859,-80.257592,Michael Dahl,12,201608,201509,1,0," $62,603 "," $5,217 ",1
3479,00160000010Q4oCAAS,,DiMillo's Old Port Marina,One Long Wharf,Portland,ME,USA,04104,23005,43.65592,-70.252493,Jason White,11,201608,201510,1,0," $57,309 "," $5,210 ",1
1246,00160000010QGDtAAO,,Thunderbird Products,2200 W Monroe St,Decatur,IN,USA,46733,18001,40.827174,-84.951454,Charlie Jefferson,12,201608,201509,1,0," $60,565 "," $5,047 ",1
3469,00160000010Q75yAAC,,"Contender Boats, Inc",1820 SE 38th Ave.,Homestead,FL,USA,33035,12025,26.076523,-80.123749,Patrick Sullivan,6,201603,201510,0,5," $30,000 "," $5,000 ",1
3535,00160000010QGlGAAW,,Garmin,1200 East 151st Street,Olathe,KS,USA,66062,20091,38.854676,-94.800351,Ryan Klee,6,201606,201511,0,2," $30,000 "," $5,000 ",1
525,00160000010Q50pAAC,,Ferretti Group LLC,"1445 Southeast 16th Street, 

ATTN:  ACCOUNTS PAYABLE",Fort Lauderdale,FL,USA,33316,12011,26.101858,-80.128112,Julian Gowing,12,201608,201509,1,0," $59,268 "," $4,939 ",1
649,00160000010QEGGAA4,,Florida Yachts International,"2550 S. Bayshore Drive, #2",Miami,FL,USA,33133,12025,25.73282,-80.232985,Whit Hall,12,201608,201509,1,0," $59,251 "," $4,938 ",1
442,00160000010QFQTAA4,,Boathistoryreport.Com,PO Box 540872,Merritt Island,FL,USA,32954,12009,28.22571,-80.673356,Michael Dahl,7,201603,201509,0,5," $33,000 "," $4,714 ",1
515,00160000010QD5wAAG,,Lauderdale Marina Acct#90,1900 Se 15 St,Fort Lauderdale,FL,USA,33316,12011,26.100519,-80.127507,Carie Godfrey,12,201608,201509,1,0," $56,197 "," $4,683 ",1
1016,00160000010QBkIAAW,,Central Marine Service,2501 72nd Street N,Saint Petersburg,FL,USA,33710,12103,27.794578,-82.739282,Nickeshia Bowen,12,201608,201509,1,0," $55,366 "," $4,614 ",1
1521,00160000010Q7JkAAK,,Knot 10 Yacht Sales,3033 Kent Narrow Way S Suite 1,Grasonville,MD,USA,21638,24035,38.968692,-76.2435,Scott Rhodes,12,201608,201509,1,0," $55,234 "," $4,603 ",1
3611,00160000010Q6EpAAK,,AVALA Marketing Group - Larson Pontoons,1082 Headquarters Park Drive,Fenton,MO,USA,63026,29189,38.540499,-90.465776,Patrick Sullivan,8,201608,201601,1,0," $36,672 "," $4,584 ",1
3553,00160000010Q59UAAS,,Cruisers Yachts,804 Pecor St.,Oconto,WI,USA,54153,55083,44.886523,-87.872066,Charlie Jefferson,10,201608,201511,1,0," $45,477 "," $4,548 ",1
2825,00160000010Q4jbAAC,,Alexander Marine USA Inc,"1621 114th Avenue SE

Suite 228",Bellevue,WA,USA,98004,53033,47.59697,-122.189788,Patrick Sullivan,12,201608,201509,1,0," $53,914 "," $4,493 ",1
1058,00160000010QCsbAAG,,Top Notch Marine Inc,2450 N US Highway 1,Fort Pierce,FL,USA,34946,12111,27.479063,-80.338876,Carie Godfrey,12,201608,201509,1,0," $53,756 "," $4,480 ",1
1251,00160000010Q7P2AAK,,Nautic Global Group,Rinker Boats|Po Box 1158,Elkhart,IN,USA,46515,18039,41.641449,-85.938348,Michael Dahl,4,201602,201509,0,6," $17,734 "," $4,434 ",1
1518,00160000010Q7ZnAAK,,Grande Yachts International,411 WInchester Creek Rd,Grasonville,MD,USA,21638,24035,38.963836,-76.198126,Scott Rhodes,12,201608,201509,1,0," $52,881 "," $4,407 ",1
1145,00160000010QBsbAAG,,Atlanta Marine Inc,6450 Lanier Island Parkway,Buford,GA,USA,30518,13135,34.150405,-84.068097,Christopher Thomas,12,201608,201509,1,0," $51,210 "," $4,268 ",1
2541,00160000010QGQTAA4,,Bayliner,"800 South Gay Street, Suite 1200",Knoxville,TN,USA,37929,47093,35.962626,-83.916752,Charlie Jefferson,2,201510,201509,0,10," $8,500 "," $4,250 ",1
2620,00160000010Q7VWAA0,,The Nautic Group,625 Hwy 146,Kemah,TX,USA,77565,48167,29.54285,-95.020832,Lisa Brownell,12,201608,201509,1,0," $50,737 "," $4,228 ",1
2668,00160000010QCO8AAO,,Gulf Coast Marine Inc.,10121 S Padre Island Dr,Corpus Christi,TX,USA,78418,48355,27.671074,-97.287386,Lisa Brownell,12,201608,201509,1,0," $50,538 "," $4,212 ",1
879,00160000010Q5DyAAK,,Plantation Boat Mart #484,90400 Overseas Hwy,Tavernier,FL,USA,33070,12087,25.0015,-80.536202,Carie Godfrey,12,201608,201509,1,0," $49,161 "," $4,097 ",1
30,00160000010QCodAAG,,Bluewater Yacht Sales,P. O Box 70015,Mobile,AL,USA,36670,01097,30.658865,-88.177975,Christopher Thomas,12,201608,201509,1,0," $48,884 "," $4,074 ",1
2319,00160000010QGoaAAG,,Tycoon Marine,610 HIGHWAY 70 E.,Kingston,OK,USA,73439,40095,33.997349,-96.714843,Lisa Brownell,12,201608,201509,1,0," $48,720 "," $4,060 ",1
868,00160000010QGOhAAO,,Riva Motorsports Key Largo,102550 Overseas Hwy,Key Largo,FL,USA,33037,12087,25.126697,-80.411819,Carie Godfrey,12,201608,201509,1,0," $48,270 "," $4,023 ",1
2141,00160000010QJgBAAW,,Baja Marine,1653 Whichards Beach Rd.,Washington,NC,USA,27889,37013,35.586601,-77.092669,Patrick Sullivan,2,201511,201509,0,9," $8,000 "," $4,000 ",1
3789,00160000010Q55wAAC,,"Regal Marine Industries, Inc.",2300 Jetport Dr,Orlando,FL,USA,32809,12095,28.448857,-81.35288,Charlie Jefferson,4,201608,201605,1,0," $15,950 "," $3,988 ",1
2836,00160000010Q4oKAAS,,Emerald Pacific Yacht And Ship Brokerage,901 Fairview Ave North,Seattle,WA,USA,98109,53033,47.627173,-122.332737,Kirk Lamb,12,201608,201509,1,0," $46,835 "," $3,903 ",1
2481,00160000010Q561AAC,,"Scout Boats, Inc.",2531 Highway 78 West,Summerville,SC,USA,29483,45035,33.034446,-80.186266,Patrick Sullivan,8,201606,201509,0,2," $30,667 "," $3,833 ",1
1167,00160000010QA7RAAW,,Augusta Marine,4250 Belair Frontage Rd,Augusta,GA,USA,30909,13245,33.485481,-82.109699,Christopher Thomas,12,201608,201509,1,0," $45,085 "," $3,757 ",1
2431,00160000010Q58FAAS,,Hunt Yachts,1909 Alden Landing,Portsmouth,RI,USA,02871,44005,41.585619,-71.286578,Charlie Jefferson,12,201608,201509,1,0," $44,467 "," $3,706 ",1
3896,00160000010QGQuAAO,,Mastercraft,100 Cherokee Cove,Vonore,TN,USA,37885,47123,35.612622,-84.262906,Charlie Jefferson,2,201608,201607,1,0," $7,390 "," $3,695 ",1
861,00160000010Q8MGAA0,,Palm City Yachts,"151 NW Flagler Avenue,",Stuart,FL,USA,34994,12085,27.208086,-80.261111,Carie Godfrey,12,201608,201509,1,0," $44,046 "," $3,671 ",1
3680,00160000010Q69SAAS,,Everglades Boats,544 Air Park Rd,Edgewater,FL,USA,32132,12127,28.98103,-80.928251,Patrick Sullivan,6,201608,201603,1,0," $21,676 "," $3,613 ",1
3485,00160000010QGkzAAG,,"Marquis Yachts, LLC aka Carver",700 Paul Larson Memorial Drive,Little Falls,MN,USA,56345,27097,45.983441,-94.368694,Patrick Sullivan,2,201511,201510,0,9," $7,200 "," $3,600 ",1
820,00160000010Q8kWAAS,,Erickson Marine Corp.,7891 N. Tamiami Tr.,Sarasota,FL,USA,34243,12081,27.400353,-82.564911,Nickeshia Bowen,12,201608,201509,1,0," $42,570 "," $3,548 ",1
1382,00160000010Q4oCAAS,,DiMillos Old Port Marina,One Long Wharf,Portland,ME,USA,04104,23005,43.65592,-70.252493,Paul Strazzero,1,201509,201509,0,11," $3,537 "," $3,537 ",1
2689,00160000010Q5GOAA0,,"South Austin Marine, Inc.",5340 Hwy. 290 West,Austin,TX,USA,78735,48453,30.236805,-97.836376,Lisa Brownell,12,201608,201509,1,0," $42,000 "," $3,500 ",1
585,00160000010Q5lDAAS,,Bradford Marine Yacht Sales,3051 W. State Road 84,Fort Lauderdale,FL,USA,33312,12011,26.085051,-80.18558,Whit Hall,12,201608,201509,1,0," $40,573 "," $3,381 ",1
1531,00160000010QJmQAAW,,Seakeeper,"44425 Pecan Ct., Suite 151",California,MD,USA,20619,24037,38.309978,-76.541322,Ryan Klee,2,201608,201509,1,0," $6,750 "," $3,375 ",1
2175,00160000010Q4g2AAC,,Hatteras Yachts,110 N Glenburnie Dr,New Bern,NC,USA,28560,37049,35.137225,-77.07295,Patrick Sullivan,12,201608,201509,1,0," $39,973 "," $3,331 ",1
1059,00160000010QGXbAAO,,Cobia Boats,3207 Industrial 29th St,Fort Pierce,FL,USA,34946,12111,27.490167,-80.353842,Patrick Sullivan,10,201608,201509,1,0," $32,740 "," $3,274 ",1
2482,00160000010QDY6AAO,,Marshall's Marine Inc,114 East Myrtle Beach Hwy,Lake City,SC,USA,29560,45041,33.88315,-79.746363,Christopher Thomas,12,201608,201509,1,0," $38,958 "," $3,247 ",1
2415,00160000010Q4lTAAS,,The Hinckley Yacht Brokerage,1 Little Harbor Landing,Portsmouth,RI,USA,02871,44005,41.576164,-71.205032,Charlie Jefferson,12,201608,201509,1,0," $38,817 "," $3,235 ",1
2451,00160000010Q6JaAAK,,Butler Marine,70 Sea Island Pkwy,Beaufort,SC,USA,29907,45013,32.418227,-80.659247,Christopher Thomas,12,201608,201509,1,0," $38,515 "," $3,210 ",1
606,00160000010Q66MAAS,,Pier One Yacht Sales,"At Fisherman's Village 

1200 W. Retta Esplanade #43",Punta Gorda,FL,USA,33950,12015,26.936944,-82.052846,Brooks Mclean,12,201608,201509,1,0," $38,400 "," $3,200 ",1
2574,00160000010QAECAA4,,Ron Hoover RV & Marine,"Attn: Vicki Moon                 

1510 W Market Street",Rockport,TX,USA,78382,48007,28.022179,-97.059874,Lisa Brownell,12,201608,201509,1,0," $38,332 "," $3,194 ",1
3682,00160000019WfPlAAK,,Yamaha Corp - CSG,1270 Chastain Road,Kennesaw,GA,USA,30144,13067,34.034279,-84.57428,Charlie Jefferson,6,201608,201603,1,0," $18,740 "," $3,123 ",1
17,00160000010QCrfAAG,,Buck's Island Marine,4500 Highway 77,Gadsden,AL,USA,35907,01055,33.895325,-86.030787,Christopher Thomas,12,201608,201509,1,0," $36,916 "," $3,076 ",1
1161,00160000010QBi0AAG,,Lincolnton Marine Inc,1006 Lake Thurmond Parkway,Lincolnton,GA,USA,30817,13181,33.725178,-82.486147,Christopher Thomas,12,201608,201509,1,0," $36,859 "," $3,072 ",1
2976,00160000010Q4Q1AAK,,"CenterPointe Yacht Services, LLC",700 South Water St,Milwaukee,WI,USA,53204,55079,43.024264,-87.905503,Jason White,12,201608,201509,1,0," $36,758 "," $3,063 ",1
1890,00160000010Q67fAAC,,Boulder Boat Brokers pka Boulder City Marine,615 W Lake Mead Pkwy,Henderson,NV,USA,89015,32003,36.034497,-115.005983,Courtney McManaway,12,201608,201509,1,0," $36,236 "," $3,020 ",1
914,00160000010Q8AjAAK,,Craig Catamaran Corp,"4333 Silver Star Road, Suite 100",Orlando,FL,USA,32808,12095,28.577822,-81.437193,Patrick Sullivan,12,201608,201509,1,0," $36,133 "," $3,011 ",1
1379,00160000010Q7vVAAS,,Long Lake Marina,PO BOX 1559,Naples,ME,USA,04055,23005,43.957208,-70.639546,Cheyanna Shoaf,12,201608,201509,1,0," $36,101 "," $3,008 ",1
3723,00160000010QGl4AAG,,Standard Horizon,6125 Phyllis Drive,Cypress,CA,USA,90630,06059,33.801234,-118.026559,Ryan Klee,3,201606,201604,0,2," $9,000 "," $3,000 ",1
3523,00160000010QGmFAAW,,Glasstream Boats,1143 E 15th St,Panama City,FL,USA,32405,12005,30.175877,-85.619292,Patrick Sullivan,4,201602,201511,0,6," $12,000 "," $3,000 ",1
1960,00160000010Q5JnAAK,,Global One Yacht Sales,201 Union Lane - Suite B,Brielle,NJ,USA,08730,34025,40.107256,-74.051932,Scott Rhodes,12,201608,201509,1,0," $35,522 "," $2,960 ",1
2657,00160000010QBTGAA4,,Dockside Marine Llc,PO Box 219,Conroe,TX,USA,77305,48339,30.290638,-95.383202,Lisa Brownell,12,201608,201509,1,0," $35,253 "," $2,938 ",1
368,00160000010Q4NzAAK,,Brewer Yacht Sales - HQ,PO Box 1062,Westbrook,CT,USA,06498,09007,41.307899,-72.463381,Jason White,12,201608,201509,1,0," $35,142 "," $2,929 ",1
3752,00160000010Q4TSAA0,,Sea Tow International,PO Box 1178,Southold,NY,USA,11971,36103,41.06017,-72.42642,John Souch,5,201608,201604,1,0," $14,500 "," $2,900 ",1
2978,00160000013q2AnAAI,,HYConnect - Yamaha Motor Company OB,1000 North Water Street Suite 1600,Milwaukee,WI,USA,53202,55079,43.043361,-87.910804,Charlie Jefferson,10,201608,201509,1,0," $28,601 "," $2,860 ",1
3784,0013200001F0iRZAAZ,,Argos Nautic Manufacturing LLC,1572 NW 165 St,Miami,FL,USA,33161,12025,25.924337,-80.226054,Patrick Sullivan,4,201608,201605,1,0," $11,330 "," $2,833 ",1
1124,00160000010Q7ciAAC,,Boat House,7801 Bankhead Hwy,Douglasville,GA,USA,30134,13097,33.740453,-84.784413,Christopher Thomas,12,201608,201509,1,0," $33,883 "," $2,824 ",1
2168,00160000010QDZFAA4,,The Boat Rack Show Room,7565 Highway 150 East,Sherrills Ford,NC,USA,28673,37035,35.58164,-80.992955,Christopher Thomas,12,201608,201509,1,0," $33,703 "," $2,809 ",1
191,00160000010Q4YdAAK,,"Offshore West, Inc",2436 W Coast Hwy Ste 101,Newport Beach,CA,USA,92663,06059,33.618851,-117.921281,Charlie Jefferson,12,201608,201509,1,0," $33,660 "," $2,805 ",1
2589,00160000010Q65tAAC,,North Texas Marine,Po Box 280,Gainesville,TX,USA,76241,48097,33.610384,-97.03692,Lisa Brownell,12,201608,201509,1,0," $33,321 "," $2,777 ",1
1720,00160000010QB6rAAG,,Lakeside Motor Sports,10964 90Th Ave,Mecosta,MI,USA,49332,26107,43.626278,-85.264814,Zach Bower,12,201608,201509,1,0," $33,263 "," $2,772 ",1
638,00160000010QED8AAO,,Naples Boat Mart #69,829 Airport Road North,Naples,FL,USA,34104,12021,26.14544,-81.766576,Carie Godfrey,12,201608,201509,1,0," $32,426 "," $2,702 ",1
1053,00160000010Q8HPAA0,,Backwater 2 Bluewater,4490 US 1 North,Saint Augustine,FL,USA,32095,12109,29.922535,-81.348838,Nickeshia Bowen,12,201608,201509,1,0," $32,250 "," $2,688 ",1
2640,00160000010Q6X2AAK,,LMC Marine Center,14904 North Frwy,Houston,TX,USA,77090,48201,30.00824,-95.438996,Lisa Brownell,12,201608,201509,1,0," $32,094 "," $2,675 ",1
1024,00160000010Q5e5AAC,,Edwards Yacht Sales,510 Brookside Dr,Clearwater,FL,USA,33764,12103,27.960463,-82.760127,Brooks Mclean,12,201608,201509,1,0," $31,872 "," $2,656 ",1
930,00160000010Q4PbAAK,,Florida Yacht Group,1177 Avenue C,West Palm Beach,FL,USA,33404,12099,26.789809,-80.052072,Whit Hall,12,201608,201509,1,0," $31,862 "," $2,655 ",1
2414,00160000016P9F0AAK,,Hinckley Yachts,"1 Little Harbor Landing, 

ATTN:  Accounts Payable",Portsmouth,RI,USA,02871,44005,41.576164,-71.205032,Charlie Jefferson,12,201608,201509,1,0," $31,800 "," $2,650 ",2
1565,00160000010Q4SYAA0,,Oyster Harbors Marine,122 Bridge Street,Osterville,MA,USA,02655,25001,41.581473,-70.503152,Jason White,12,201608,201509,1,0," $31,333 "," $2,611 ",2
2675,00160000010Q84MAAS,,Premier Yamaha Boating Center,105 W Moore Avenue,Aransas Pass,TX,USA,78336,48409,27.924575,-97.128118,Lisa Brownell,12,201608,201509,1,0," $31,158 "," $2,597 ",2
2642,00160000010QCPQAA4,,Rinker's Boat World Inc,2500 W Mount Houston Rd.,Houston,TX,USA,77038,48201,29.897795,-95.449433,Lisa Brownell,12,201608,201509,1,0," $30,790 "," $2,566 ",2
1574,00160000010Q4OJAA0,,Cape Yachts,218 Elm Street,South Dartmouth,MA,USA,02748,25005,41.615071,-70.937518,Jason White,12,201608,201509,1,0," $30,774 "," $2,564 ",2
2307,00160000010QArmAAG,,Wild Bill's Boat,Po Box 146,Mead,OK,USA,73449,40013,33.99954,-96.50916,Lisa Brownell,12,201608,201509,1,0," $30,693 "," $2,558 ",2
563,00160000010Q7v4AAC,,Aqualuma,"3251 SW 13TH DRIVE, SUITE A",Deerfield Beach,FL,USA,33442,12011,26.299253,-80.144964,Ryan Klee,9,201608,201509,1,0," $23,000 "," $2,556 ",2
3605,00160000010Q7Z9AAK,,"Jeanneau America, Inc.",105 Eastern Ave Ste 202,Annapolis,MD,USA,21403,24003,38.970518,-76.476098,Jason White,2,201602,201601,0,6," $5,030 "," $2,515 ",2
2784,00160000010QC3yAAG,,Norfolk Marine Company,5221 E Virginia Beach Blvd.,Norfolk,VA,USA,23502,51710,36.856418,-76.223573,Nick Glass,12,201608,201509,1,0," $30,017 "," $2,501 ",2
3531,0013200001Cl5YqAAJ,,"Compass Marine Services, Inc.",4404 N Tamiani Trail,Sarasota,FL,USA,34234,12115,27.368769,-82.526768,Ryan Klee,3,201601,201511,0,7," $7,500 "," $2,500 ",2
3615,00160000010QGScAAO,,"Vanquish Boats, Inc",1 Washington St,Newport,RI,USA,02840,44005,41.489326,-71.320396,Patrick Sullivan,4,201604,201601,0,4," $10,000 "," $2,500 ",2
3497,00160000010QJW7AAO,,"Sportsman Boats Manufacturing, Inc.",PO Box 2100,Summerville,SC,USA,29484,45035,33.00234,-80.226694,Patrick Sullivan,11,201608,201510,1,0," $27,500 "," $2,500 ",2
685,00160000010QGAYAA4,,Boats Direct USA,14545 NW 26th Avenue,Opa Locka,FL,USA,33054,12025,25.906396,-80.242875,Carie Godfrey,12,201608,201509,1,0," $29,956 "," $2,496 ",2
1743,00160000010Q4sAAAS,,Tiara Yachts,725 E 40th St,Holland,MI,USA,49423,26139,42.762172,-86.076803,Patrick Sullivan,3,201602,201509,0,6," $7,450 "," $2,483 ",2
2777,00160000010Q4tGAAS,,Dare Marina,821 Railway Road,Yorktown,VA,USA,23692,51199,37.168632,-76.458126,Nick Glass,12,201608,201509,1,0," $29,587 "," $2,466 ",2
2479,00160000010Q7FnAAK,,Hanckel Marine,2445 Savannah Hwy,Charleston,SC,USA,29414,45019,32.79283,-80.048776,Christopher Thomas,12,201608,201509,1,0," $29,460 "," $2,455 ",2
1580,00160000010Q6TPAA0,,"East Coast Flightcraft, Inc.",4 Lookout Lane,Middleton,MA,USA,01949,25009,42.614961,-71.044377,Colleen Beacham,12,201608,201509,1,0," $29,389 "," $2,449 ",2
2506,00160000010Q5QDAA0,,Hall Marine Group,310 Blucher Circle,Clover,SC,USA,29710,45091,35.110675,-81.038794,Christopher Thomas,12,201608,201509,1,0," $29,347 "," $2,446 ",2
230,00160000010QE7IAAW,,Johnson Marine Supplies,1237 W HOLT BLVD,Ontario,CA,USA,91762,06071,34.063225,-117.67269,Courtney McManaway,12,201608,201509,1,0," $29,229 "," $2,436 ",2
1811,00160000010Q6Y6AAK,,Miller Auto Marine,2930 2nd Street South,Saint Cloud,MN,USA,56301,27145,45.548474,-94.192893,Sarah Gregory,12,201608,201509,1,0," $29,188 "," $2,432 ",2
